scode,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_04,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_04,RD_SLT_S_EMH_PCT_Less_BFAST_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_04,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_04,RD_SLT_S_EMH_PCT_YES_ROBBED_04,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_04,RD_SLT_S_EMH_PCT_attendany_afterschl_04,RD_SLT_S_EMH_PCT_paidwork_afterschl_04,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_04,RD_SLT_S_EMH_PCT_EDUC_afterschl_04,RD_SLT_S_EMH_PCT_VOL_afterschl_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_04,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_04,RD_SLT_S_EMH_PCT_ACTMEAN_04,RD_SLT_S_EMH_PCT_BREAKRULES_04,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_04,RD_SLT_S_EMH_PCT_HANG_TRBSTU_04,RD_SLT_S_EMH_PCT_TELLLIE_04,RD_SLT_S_EMH_PCT_HITOTHR_04,RD_SLT_S_EMH_PCT_STEALHME_04,RD_SLT_S_EMH_PCT_STEALOTHR_04,RD_SLT_S_EMH_PCT_CUTCLASS_04,RD_SLT_S_EMH_PCT_GANGACT_04,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_04,RD_SLT_S_EMH_PCT_YES_beatup_04,RD_SLT_S_EMH_PCT_Yes_TBeatup_04,RD_SLT_S_EMH_PCT_Yes_Afraid_04,RD_SLT_S_EMH_PCT_Yes_protection_04,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_04,RD_SLT_S_EMH_PCT_NONWHITE_04,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_05,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_05,RD_SLT_S_EMH_PCT_Less_BFAST_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_05,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_05,RD_SLT_S_EMH_PCT_YES_ROBBED_05,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_05,RD_SLT_S_EMH_PCT_attendany_afterschl_05,RD_SLT_S_EMH_PCT_paidwork_afterschl_05,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_05,RD_SLT_S_EMH_PCT_EDUC_afterschl_05,RD_SLT_S_EMH_PCT_VOL_afterschl_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_05,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_05,RD_SLT_S_EMH_PCT_ACTMEAN_05,RD_SLT_S_EMH_PCT_BREAKRULES_05,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_05,RD_SLT_S_EMH_PCT_HANG_TRBSTU_05,RD_SLT_S_EMH_PCT_TELLLIE_05,RD_SLT_S_EMH_PCT_HITOTHR_05,RD_SLT_S_EMH_PCT_STEALHME_05,RD_SLT_S_EMH_PCT_STEALOTHR_05,RD_SLT_S_EMH_PCT_CUTCLASS_05,RD_SLT_S_EMH_PCT_GANGACT_05,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_05,RD_SLT_S_EMH_PCT_YES_beatup_05,RD_SLT_S_EMH_PCT_Yes_TBeatup_05,RD_SLT_S_EMH_PCT_Yes_Afraid_05,RD_SLT_S_EMH_PCT_Yes_protection_05,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_05,RD_SLT_S_EMH_PCT_NONWHITE_05,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_06,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_06,RD_SLT_S_EMH_PCT_Less_BFAST_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_06,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_06,RD_SLT_S_EMH_PCT_YES_ROBBED_06,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_06,RD_SLT_S_EMH_PCT_attendany_afterschl_06,RD_SLT_S_EMH_PCT_paidwork_afterschl_06,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_06,RD_SLT_S_EMH_PCT_EDUC_afterschl_06,RD_SLT_S_EMH_PCT_VOL_afterschl_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_06,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_06,RD_SLT_S_EMH_PCT_ACTMEAN_06,RD_SLT_S_EMH_PCT_BREAKRULES_06,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_06,RD_SLT_S_EMH_PCT_HANG_TRBSTU_06,RD_SLT_S_EMH_PCT_TELLLIE_06,RD_SLT_S_EMH_PCT_HITOTHR_06,RD_SLT_S_EMH_PCT_STEALHME_06,RD_SLT_S_EMH_PCT_STEALOTHR_06,RD_SLT_S_EMH_PCT_CUTCLASS_06,RD_SLT_S_EMH_PCT_GANGACT_06,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_06,RD_SLT_S_EMH_PCT_YES_beatup_06,RD_SLT_S_EMH_PCT_Yes_TBeatup_06,RD_SLT_S_EMH_PCT_Yes_Afraid_06,RD_SLT_S_EMH_PCT_Yes_protection_06,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_06,RD_SLT_S_EMH_PCT_NONWHITE_06,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_07,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_07,RD_SLT_S_EMH_PCT_Less_BFAST_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_07,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_07,RD_SLT_S_EMH_PCT_YES_ROBBED_07,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_07,RD_SLT_S_EMH_PCT_attendany_afterschl_07,RD_SLT_S_EMH_PCT_paidwork_afterschl_07,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_07,RD_SLT_S_EMH_PCT_EDUC_afterschl_07,RD_SLT_S_EMH_PCT_VOL_afterschl_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_07,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_07,RD_SLT_S_EMH_PCT_ACTMEAN_07,RD_SLT_S_EMH_PCT_BREAKRULES_07,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_07,RD_SLT_S_EMH_PCT_HANG_TRBSTU_07,RD_SLT_S_EMH_PCT_TELLLIE_07,RD_SLT_S_EMH_PCT_HITOTHR_07,RD_SLT_S_EMH_PCT_STEALHME_07,RD_SLT_S_EMH_PCT_STEALOTHR_07,RD_SLT_S_EMH_PCT_CUTCLASS_07,RD_SLT_S_EMH_PCT_GANGACT_07,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_07,RD_SLT_S_EMH_PCT_YES_beatup_07,RD_SLT_S_EMH_PCT_Yes_TBeatup_07,RD_SLT_S_EMH_PCT_Yes_Afraid_07,RD_SLT_S_EMH_PCT_Yes_protection_07,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_07,RD_SLT_S_EMH_PCT_NONWHITE_07,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_08,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_08,RD_SLT_S_EMH_PCT_Less_BFAST_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_08,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_08,RD_SLT_S_EMH_PCT_YES_ROBBED_08,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_08,RD_SLT_S_EMH_PCT_attendany_afterschl_08,RD_SLT_S_EMH_PCT_paidwork_afterschl_08,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_08,RD_SLT_S_EMH_PCT_EDUC_afterschl_08,RD_SLT_S_EMH_PCT_VOL_afterschl_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_08,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_08,RD_SLT_S_EMH_PCT_ACTMEAN_08,RD_SLT_S_EMH_PCT_BREAKRULES_08,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_08,RD_SLT_S_EMH_PCT_HANG_TRBSTU_08,RD_SLT_S_EMH_PCT_TELLLIE_08,RD_SLT_S_EMH_PCT_HITOTHR_08,RD_SLT_S_EMH_PCT_STEALHME_08,RD_SLT_S_EMH_PCT_STEALOTHR_08,RD_SLT_S_EMH_PCT_CUTCLASS_08,RD_SLT_S_EMH_PCT_GANGACT_08,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_08,RD_SLT_S_EMH_PCT_YES_beatup_08,RD_SLT_S_EMH_PCT_Yes_TBeatup_08,RD_SLT_S_EMH_PCT_Yes_Afraid_08,RD_SLT_S_EMH_PCT_Yes_protection_08,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_08,RD_SLT_S_EMH_PCT_NONWHITE_08
18101,15.79,5.18,18.97,45.50,19.49,4.15,26.29,7.91,91.28,56.41,83.08,63.08,23.04,49.49,14.36,7.60,51.04,51.81,28.21,46.67,27.46,19.39,10.26,6.15,7.18,6.19,6.15,11.40,7.73,25.64,2.07,0.00,5.15,9.09,1.20,16.67,37.27,14.97,1.20,19.05,3.97,91.67,53.33,80.36,61.90,11.45,39.29,11.88,8.97,37.58,43.11,21.69,33.94,20.48,19.28,7.23,4.22,5.39,3.01,8.88,6.55,11.83,24.26,4.79,1.20,6.55,19.50,11.95,23.90,36.71,23.13,8.07,33.54,7.43,90.06,42.31,79.50,60.87,21.88,42.86,16.56,13.53,42.41,45.96,27.95,41.61,35.63,28.75,13.84,6.88,11.88,9.32,11.11,8.64,12.42,28.57,9.88,4.35,9.82,6.21,3.13,13.04,35.26,16.98,3.11,19.38,8.61,93.17,44.03,78.88,66.46,24.68,41.61,9.74,10.22,43.75,38.13,14.47,32.48,18.99,11.88,5.66,3.14,1.88,5.03,6.21,6.83,4.97,28.57,5.63,1.25,8.13,4.52,1.94,12.90,35.10,12.67,4.97,25.16,10.34,94.27,44.08,85.99,66.03,25.00,38.22,8.33,11.35,39.62,50.00,28.48,41.77,21.38,11.32,5.70,1.90,6.92,4.43,5.59,5.59,6.25,25.00,2.52,0.63,7.50
19106,3.39,0.00,6.67,27.27,17.54,1.67,11.67,3.92,91.67,50.85,71.67,55.00,36.21,30.00,13.46,2.33,36.21,15.25,6.90,16.67,15.79,15.00,10.17,1.69,6.78,3.45,3.33,6.67,5.00,25.00,1.67,1.67,8.33,2.99,0.00,1.45,38.46,25.37,1.54,25.37,5.66,95.59,43.75,83.58,83.58,60.00,47.83,14.29,13.11,23.88,19.40,8.82,16.18,11.76,17.39,11.76,4.41,8.82,7.35,5.88,4.48,2.94,29.41,9.09,0.00,10.94,2.94,1.43,5.41,40.58,21.62,0.00,18.31,10.77,97.30,60.27,87.84,86.49,12.68,43.24,17.39,4.35,17.39,19.72,16.90,22.54,7.25,5.88,7.25,1.45,5.71,8.82,6.94,20.00,10.00,33.80,4.17,0.00,6.85,5.00,0.00,3.23,40.32,22.95,0.00,25.40,5.56,95.24,26.67,79.37,79.37,7.84,44.44,18.33,1.85,30.16,11.29,14.29,17.74,16.13,12.70,3.23,3.17,1.61,6.45,6.35,19.35,8.06,44.26,7.94,0.00,12.90,0.00,0.00,10.00,33.33,3.33,0.00,26.67,6.12,97.44,47.06,87.18,60.53,28.21,32.50,3.45,1.89,5.13,20.51,2.56,12.50,5.00,0.00,5.26,0.00,5.00,2.78,1.67,3.33,5.00,37.29,5.00,0.00,8.33
19107,2.17,0.00,8.89,34.09,18.18,0.00,20.45,3.57,82.61,27.27,71.74,56.52,6.82,34.78,16.67,5.26,30.43,21.74,8.89,35.56,11.11,6.67,4.44,0.00,0.00,8.89,10.87,13.33,11.11,31.11,6.52,0.00,27.27,6.06,1.56,4.69,34.43,28.13,0.00,28.13,8.89,95.45,63.49,78.79,84.38,31.25,43.94,16.95,7.69,20.00,30.30,26.56,18.46,4.55,9.23,4.62,1.54,3.03,4.62,10.61,7.58,18.75,41.94,4.76,0.00,20.63,8.20,1.64,1.64,34.43,33.90,0.00,22.58,0.00,98.39,38.33,87.10,79.03,4.65,45.16,22.41,5.88,27.42,29.51,21.31,18.03,17.74,6.45,14.52,6.45,10.00,3.33,9.68,9.68,12.90,33.87,6.45,0.00,21.67,2.27,0.00,13.95,35.71,18.60,2.27,18.18,0.00,93.18,22.73,70.45,75.00,6.98,40.91,12.20,3.45,22.73,15.91,15.91,27.27,9.09,13.64,4.55,0.00,2.38,2.27,6.82,6.82,2.27,38.64,2.27,0.00,11.63,11.36,0.00,8.89,27.27,29.55,0.00,15.56,10.34,95.56,54.55,80.00,57.78,11.63,40.00,16.28,8.11,11.36,22.22,15.91,31.11,20.93,2.22,6.82,0.00,2.27,15.56,4.44,4.55,13.33,24.44,4.44,0.00,17.78
19111,48.87,26.76,67.45,40.68,18.80,36.16,20.70,13.31,61.01,35.47,49.81,35.33,15.07,47.66,11.55,39.19,64.38,57.41,27.14,52.99,53.92,32.53,18.77,23.65,27.72,16.98,15.20,9.91,12.84,26.37,11.36,6.80,29.49,44.90,29.26,47.12,43.85,19.59,37.75,23.33,9.95,62.50,31.40,51.93,34.38,20.00,49.82,13.25,40.63,61.83,54.21,29.23,53.39,53.10,31.08,16.88,20.33,28.70,14.89,15.65,11.98,13.07,26.17,9.58,6.39,27.37,51.81,28.88,47.19,43.00,23.61,33.65,30.86,21.96,60.78,26.96,53.05,35.97,15.67,49.80,16.47,36.72,63.26,58.35,31.57,54.64,52.27,35.04,18.86,22.83,28.49,20.32,17.70,13.00,17.11,29.03,12.14,8.45,33.95,39.76,25.69,43.14,39.26,19.96,24.07,22.95,10.00,64.34,33.66,54.84,37.74,16.27,46.23,12.65,38.06,60.97,55.34,28.16,54.71,51.94,34.17,14.56,20.74,25.98,18.06,15.43,10.86,15.49,27.43,8.92,4.69,32.18,43.89,30.06,42.32,41.63,23.14,30.75,28.77,16.26,56.19,26.18,47.87,35.98,16.33,50.20,14.32,38.85,51.52,50.91,28.05,48.58,45.34,31.02,20.08,20.90,26.42,18.70,23.12,18.92,21.91,30.95,18.06,14.63,34.91
19112,6.33,2.56,15.00,39.47,13.89,1.25,20.25,5.17,88.89,32.50,77.78,62.96,25.93,41.77,10.14,10.61,26.25,36.25,21.25,20.00,7.50,11.39,2.53,5.00,5.00,6.25,8.64,7.59,12.66,37.50,9.09,1.33,37.33,5.71,0.00,12.86,34.33,26.87,1.43,22.06,15.22,89.86,42.65,76.81,65.22,41.18,46.38,13.85,4.17,28.99,58.57,23.19,30.00,12.86,10.00,1.43,0.00,5.71,8.57,5.71,10.29,5.80,34.78,1.47,0.00,33.33,4.26,6.38,10.42,34.09,29.79,1.96,32.00,8.11,83.67,36.73,69.39,53.06,16.33,52.08,9.30,13.51,17.02,31.25,12.24,15.22,12.24,6.12,8.16,2.04,0.00,4.17,3.92,5.88,17.65,17.65,2.04,0.00,38.46,10.45,1.49,10.29,31.34,35.29,1.45,39.13,7.50,85.51,43.94,68.12,58.82,23.88,50.72,15.15,6.25,23.19,22.06,22.06,23.53,8.82,0.00,1.47,0.00,5.88,4.55,10.00,7.46,17.65,42.86,7.35,1.56,42.65,10.00,8.62,11.48,38.60,24.56,1.61,32.26,22.22,86.89,39.34,73.77,72.13,28.81,50.00,11.11,3.64,19.67,36.67,11.48,16.39,8.20,4.92,3.28,0.00,0.00,0.00,9.38,7.94,10.94,46.88,3.17,0.00,30.65
19114,16.42,4.57,25.94,45.28,22.54,5.37,24.53,12.59,86.56,45.01,69.45,59.81,8.65,52.94,14.09,18.72,55.38,45.30,22.95,41.63,33.87,23.42,6.43,7.63,6.17,7.10,7.90,6.19,10.05,32.35,2.55,1.08,25.67,12.57,7.54,24.51,48.14,16.90,7.29,27.13,17.14,86.76,43.83,69.01,62.94,8.10,52.03,12.19,17.66,54.05,43.06,24.15,39.35,34.33,24.33,10.40,9.97,8.63,8.20,9.64,6.86,10.22,31.56,4.35,1.69,24.50,13.76,7.42,20.94,41.43,20.59,8.66,26.14,15.03,86.89,35.93,69.62,58.43,7.29,48.31,13.23,14.72,48.74,39.11,21.30,36.98,30.75,21.93,8.02,7.10,7.40,6.80,11.58,7.65,12.09,36.18,5.74,1.77,23.13,10.16,4.09,21.88,40.14,21.72,3.23,22.30,11.27,88.75,39.94,69.07,64.69,12.27,47.48,14.00,14.11,40.76,35.01,19.80,32.35,24.82,18.37,5.32,5.75,4.76,6.89,6.85,7.28,9.38,32.21,3.37,0.98,22.98,7.44,3.30,20.54,39.94,23.11,5.08,22.77,13.78,83.57,33.09,67.99,53.90,9.23,48.58,14.22,13.72,33.19,33.05,20.60,31.24,22.93,14.87,6.67,5.56,5.24,7.54,8.19,7.39,9.05,30.27,3.95,2.41,25.90
20102,7.09,0.00,11.02,29.27,22.22,0.78,28.35,14.55,97.66,58.73,85.94,72.66,19.84,38.28,12.40,3.17,18.75,19.53,14.96,20.31,14.17,3.91,3.91,0.00,4.76,5.51,10.94,13.49,11.72,41.41,5.56,1.61,9.02,11.01,4.46,10.43,31.19,14.68,2.50,33.06,11.82,98.29,62.86,93.16,73.91,46.90,35.09,9.62,5.94,19.66,6.84,18.80,16.07,14.66,5.22,11.50,2.65,5.17,7.76,14.75,15.70,10.66,36.13,7.38,1.65,8.55,13.76,1.83,16.36,35.85,32.71,4.50,28.83,15.79,98.20,44.95,88.29,78.38,17.27,52.25,14.71,3.92,16.36,16.22,19.09,18.92,10.91,9.17,8.18,1.82,4.55,9.35,13.39,13.51,13.51,37.61,10.81,3.64,8.24,1.89,0.00,7.27,20.91,11.01,0.00,22.12,5.88,95.54,51.82,84.82,82.14,27.52,27.03,4.63,6.58,14.16,11.71,13.27,18.75,7.34,1.82,6.31,1.82,1.79,3.67,7.83,8.85,7.08,30.43,5.36,0.91,10.71,6.78,3.13,10.00,31.88,13.04,4.23,40.85,6.56,94.29,32.84,85.29,72.46,29.03,38.57,5.88,6.52,18.57,27.14,28.17,21.74,18.84,7.25,7.35,5.71,8.57,4.41,7.04,4.23,7.04,37.14,5.71,0.00,11.11
20103,12.45,7.16,24.64,42.09,18.52,10.04,24.10,8.10,88.76,42.39,76.31,59.36,14.52,47.47,12.55,12.58,50.00,37.02,26.26,35.76,30.24,22.63,9.07,7.86,4.64,7.86,8.62,7.82,9.62,24.85,4.21,2.81,12.07,10.13,3.30,22.58,35.95,18.32,7.29,28.19,6.13,86.86,38.38,72.67,56.78,16.77,41.88,11.87,13.85,52.13,37.84,25.05,37.37,24.47,23.68,8.90,7.86,5.27,7.19,11.13,10.55,13.56,34.21,6.29,3.05,14.11,11.84,8.26,21.81,34.35,17.93,7.82,30.39,10.18,88.27,35.71,75.05,52.78,12.99,40.04,11.53,12.69,42.52,37.92,27.35,35.11,25.74,22.13,9.17,8.70,8.26,10.64,10.04,8.32,10.52,35.61,5.95,3.14,14.34,10.99,6.62,19.79,30.77,16.91,7.25,24.95,7.62,86.43,34.04,76.20,56.00,11.91,36.08,11.35,9.51,41.13,34.86,23.13,34.59,23.64,20.25,7.55,7.71,7.71,8.63,10.93,7.87,9.69,35.33,6.20,1.87,14.23,8.30,4.79,18.56,31.40,15.67,6.30,23.95,11.63,84.63,31.50,74.03,55.10,15.97,35.57,10.88,12.09,35.45,30.94,19.52,31.88,19.34,15.75,6.99,6.33,6.36,6.37,9.45,8.84,9.70,31.30,4.83,1.90,12.55
20104,46.74,24.45,59.77,41.69,17.76,33.24,29.37,9.86,70.30,41.64,58.04,40.44,22.87,47.28,12.05,33.43,55.19,52.73,27.60,48.77,50.41,30.79,18.85,19.07,26.98,17.12,19.21,14.55,16.89,25.26,13.98,9.26,20.57,38.35,19.40,44.97,39.25,14.71,24.38,18.27,8.88,72.84,34.91,65.93,46.91,20.35,43.18,10.55,32.65,52.59,44.89,23.38,42.64,40.74,22.83,10.86,13.90,21.95,12.87,11.82,7.90,9.88,19.70,8.17,4.70,13.37,39.53,17.19,40.05,36.03,15.10,26.15,18.41,10.91,72.31,39.64,63.85,45.38,20.26,40.31,10.53,32.17,58.35,45.24,23.96,43.67,46.89,23.83,12.47,13.92,21.50,12.44,12.79,9.23,11.25,23.27,8.72,4.88,13.14,41.65,14.18,40.90,32.34,13.40,21.38,20.05,14.13,78.27,34.83,69.80,48.89,24.07,38.42,7.02,28.75,52.83,47.29,21.48,43.70,47.04,23.40,13.02,16.95,20.94,14.29,11.00,8.56,10.54,19.80,7.13,4.43,11.81,35.64,16.33,33.42,36.80,15.05,20.00,18.66,5.85,74.87,32.23,64.82,48.61,27.92,41.92,9.74,29.77,48.61,46.45,17.51,36.55,39.85,23.80,10.89,14.47,17.05,11.65,11.94,8.73,10.70,23.88,9.95,6.48,16.29
21102,9.76,2.53,9.64,51.22,23.17,0.00,32.94,12.50,93.98,54.88,72.29,85.19,20.73,55.95,17.50,5.19,47.56,32.53,21.69,44.58,25.61,28.92,7.32,3.70,3.66,7.23,8.24,3.53,18.82,35.29,8.43,1.20,47.50,1.59,0.00,12.50,54.69,12.50,0.00,28.13,6.52,95.24,53.33,68.25,87.30,32.26,54.69,12.50,9.43,25.40,43.75,17.46,35.94,12.70,14.06,7.81,1.56,0.00,6.35,10.94,10.94,20.31,32.81,6.35,3.17,51.61,8.77,3.64,22.81,48.21,25.00,3.64,40.35,15.00,89.47,48.21,66.67,75.44,7.14,52.63,20.00,2.04,32.14,26.79,22.81,32.14,19.64,17.54,10.71,3.57,1.79,14.04,17.54,8.93,22.81,42.86,10.53,1.79,55.56,4.40,0.00,14.13,49.44,31.87,2.15,39.78,7.50,92.39,60.44,65.22,73.91,21.98,54.35,26.14,11.27,38.04,32.26,15.05,41.11,17.39,13.04,8.70,3.26,2.17,8.79,21.51,15.22,20.65,47.31,10.75,2.17,55.95,4.48,0.00,19.40,46.15,32.35,0.00,11.43,11.36,95.59,45.45,72.06,82.35,14.75,55.07,21.88,3.70,44.12,36.23,20.90,50.72,20.59,17.39,11.59,1.45,0.00,6.06,7.04,16.90,11.43,42.86,2.90,0.00,54.17
21103,4.55,3.03,14.49,45.31,20.90,0.00,22.86,10.20,95.59,46.97,80.88,76.47,32.81,51.47,12.70,8.33,38.24,44.78,14.71,32.35,23.88,17.65,7.35,2.94,5.97,8.96,7.14,4.35,14.29,31.88,2.90,0.00,38.57,12.68,1.41,13.70,40.58,17.14,0.00,36.11,10.20,93.15,38.89,76.71,80.82,31.94,44.44,11.94,8.93,34.72,38.57,8.33,37.50,21.13,4.17,9.59,5.56,4.11,4.11,4.11,5.63,9.86,31.51,7.14,0.00,32.31,14.86,1.35,14.67,54.29,35.62,1.32,31.58,8.00,95.95,50.68,89.19,81.08,41.10,63.51,24.64,6.45,33.78,31.51,9.59,35.14,12.68,4.05,9.46,6.76,1.35,2.70,6.58,5.26,5.26,32.89,10.81,1.35,42.67,14.52,0.00,18.46,35.48,42.86,0.00,20.00,8.11,89.23,42.19,81.25,76.92,11.11,53.85,23.33,8.33,40.63,37.50,21.88,46.88,33.33,14.52,15.63,11.11,7.81,9.38,9.23,10.77,15.38,46.15,1.54,0.00,47.54,0.00,1.92,15.09,50.98,38.46,1.89,24.53,7.69,88.68,36.54,58.49,79.25,26.42,62.26,26.00,9.09,21.15,41.51,7.55,28.85,25.00,13.46,11.54,5.66,13.21,9.80,15.09,9.43,11.54,33.96,11.76,2.00,46.94
21105,0.00,1.45,18.84,53.73,23.88,1.43,34.78,13.73,95.65,55.07,79.71,78.26,18.18,57.35,19.70,10.00,44.93,29.85,17.39,42.03,16.18,13.04,4.41,1.45,1.45,5.88,18.57,16.18,18.84,49.28,14.49,2.99,53.62,8.00,1.96,13.73,59.57,31.25,0.00,27.45,11.63,90.38,51.92,63.46,75.00,25.00,64.71,22.73,16.13,50.00,30.77,31.37,48.08,29.41,19.23,9.62,1.92,4.00,15.69,19.23,19.61,15.38,52.94,15.38,3.92,56.86,11.54,0.00,15.09,61.54,37.25,0.00,44.44,23.08,92.59,42.59,70.37,74.07,9.62,70.37,26.53,12.20,55.56,50.00,53.70,57.41,27.78,35.19,5.56,1.89,12.96,14.81,22.22,22.64,20.37,46.30,11.32,1.92,68.52, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
21106,16.64,6.85,33.39,53.36,22.22,10.95,24.68,11.94,80.73,42.14,64.04,46.97,13.58,59.05,15.69,17.30,69.49,59.38,30.71,54.24,44.59,36.56,11.74,14.81,11.42,9.36,11.50,6.57,14.44,36.45,5.29,1.10,49.45,13.62,4.15,29.34,50.36,23.68,6.08,20.07,8.72,81.36,42.52,60.39,49.64,9.87,57.45,15.93,16.57,65.95,56.58,28.11,50.63,41.98,33.03,7.91,11.21,8.44,9.57,7.51,4.66,9.50,31.48,5.20,1.08,46.47,14.89,4.90,35.50,54.17,30.27,8.96,20.80,11.76,76.95,41.34,59.05,44.86,11.59,63.84,20.21,16.41,61.73,55.56,27.52,49.79,38.19,34.50,8.45,12.78,13.37,11.11,8.96,6.60,11.18,34.00,7.41,2.21,49.51,15.55,5.87,33.13,53.39,27.67,7.36,24.74,12.50,76.51,37.03,61.95,47.19,7.10,60.63,19.83,16.95,56.58,55.44,23.85,54.28,38.91,32.43,9.60,12.18,11.92,9.81,6.73,3.27,10.63,31.49,5.74,1.02,50.62,16.36,9.18,30.02,54.33,25.53,10.11,22.43,12.70,77.78,38.32,60.79,41.67,7.71,59.63,19.86,14.89,57.54,57.08,27.67,49.18,39.16,32.02,11.89,14.99,11.48,13.29,10.05,5.72,12.10,29.52,7.32,1.38,59.63
21110,5.63,1.39,12.50,43.48,38.57,1.41,32.86,10.00,90.28,59.15,63.89,76.39,16.18,60.56,20.59,14.29,54.93,41.67,23.94,58.33,25.00,13.89,11.11,15.49,16.67,12.50,11.11,9.86,21.43,36.23,5.88,0.00,83.78,3.33,0.00,11.86,36.84,51.72,0.00,37.29,5.77,88.33,50.00,73.33,80.00,31.67,60.00,27.27,10.87,53.33,38.33,33.33,56.67,20.00,24.14,3.33,15.00,6.67,16.67,13.56,10.53,15.25,37.29,8.47,1.75,89.83,18.97,1.72,11.86,59.32,48.28,0.00,31.67,13.64,93.33,51.67,74.58,80.00,27.59,70.00,36.84,11.54,46.67,27.59,28.81,58.33,16.67,20.00,5.00,11.67,18.33,15.25,10.00,1.69,15.25,38.33,11.86,0.00,72.13,4.65,0.00,23.26,50.00,43.90,2.00,31.37,12.82,97.67,41.86,81.40,90.70,55.81,60.47,32.50,6.38,38.64,27.27,22.73,56.82,25.00,27.27,11.36,6.82,15.91,6.82,17.65,12.00,21.57,45.10,12.24,0.00,83.67,6.67,5.08,11.86,47.46,38.33,1.59,33.33,11.54,98.33,41.67,73.33,91.67,45.76,59.02,25.86,4.00,48.33,28.33,23.33,48.28,13.56,17.24,5.00,3.33,10.00,8.47,21.88,25.40,20.63,42.19,17.19,9.68,89.71
