scode,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_04,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_04,RD_SLT_S_EMH_PCT_Less_BFAST_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_04,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_04,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_04,RD_SLT_S_EMH_PCT_YES_ROBBED_04,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_04,RD_SLT_S_EMH_PCT_attendany_afterschl_04,RD_SLT_S_EMH_PCT_paidwork_afterschl_04,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_04,RD_SLT_S_EMH_PCT_EDUC_afterschl_04,RD_SLT_S_EMH_PCT_VOL_afterschl_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_04,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_04,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_04,RD_SLT_S_EMH_PCT_ACTMEAN_04,RD_SLT_S_EMH_PCT_BREAKRULES_04,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_04,RD_SLT_S_EMH_PCT_HANG_TRBSTU_04,RD_SLT_S_EMH_PCT_TELLLIE_04,RD_SLT_S_EMH_PCT_HITOTHR_04,RD_SLT_S_EMH_PCT_STEALHME_04,RD_SLT_S_EMH_PCT_STEALOTHR_04,RD_SLT_S_EMH_PCT_CUTCLASS_04,RD_SLT_S_EMH_PCT_GANGACT_04,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_04,RD_SLT_S_EMH_PCT_YES_beatup_04,RD_SLT_S_EMH_PCT_Yes_TBeatup_04,RD_SLT_S_EMH_PCT_Yes_Afraid_04,RD_SLT_S_EMH_PCT_Yes_protection_04,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_04,RD_SLT_S_EMH_PCT_NONWHITE_04,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_05,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_05,RD_SLT_S_EMH_PCT_Less_BFAST_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_05,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_05,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_05,RD_SLT_S_EMH_PCT_YES_ROBBED_05,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_05,RD_SLT_S_EMH_PCT_attendany_afterschl_05,RD_SLT_S_EMH_PCT_paidwork_afterschl_05,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_05,RD_SLT_S_EMH_PCT_EDUC_afterschl_05,RD_SLT_S_EMH_PCT_VOL_afterschl_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_05,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_05,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_05,RD_SLT_S_EMH_PCT_ACTMEAN_05,RD_SLT_S_EMH_PCT_BREAKRULES_05,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_05,RD_SLT_S_EMH_PCT_HANG_TRBSTU_05,RD_SLT_S_EMH_PCT_TELLLIE_05,RD_SLT_S_EMH_PCT_HITOTHR_05,RD_SLT_S_EMH_PCT_STEALHME_05,RD_SLT_S_EMH_PCT_STEALOTHR_05,RD_SLT_S_EMH_PCT_CUTCLASS_05,RD_SLT_S_EMH_PCT_GANGACT_05,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_05,RD_SLT_S_EMH_PCT_YES_beatup_05,RD_SLT_S_EMH_PCT_Yes_TBeatup_05,RD_SLT_S_EMH_PCT_Yes_Afraid_05,RD_SLT_S_EMH_PCT_Yes_protection_05,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_05,RD_SLT_S_EMH_PCT_NONWHITE_05,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_06,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_06,RD_SLT_S_EMH_PCT_Less_BFAST_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_06,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_06,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_06,RD_SLT_S_EMH_PCT_YES_ROBBED_06,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_06,RD_SLT_S_EMH_PCT_attendany_afterschl_06,RD_SLT_S_EMH_PCT_paidwork_afterschl_06,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_06,RD_SLT_S_EMH_PCT_EDUC_afterschl_06,RD_SLT_S_EMH_PCT_VOL_afterschl_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_06,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_06,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_06,RD_SLT_S_EMH_PCT_ACTMEAN_06,RD_SLT_S_EMH_PCT_BREAKRULES_06,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_06,RD_SLT_S_EMH_PCT_HANG_TRBSTU_06,RD_SLT_S_EMH_PCT_TELLLIE_06,RD_SLT_S_EMH_PCT_HITOTHR_06,RD_SLT_S_EMH_PCT_STEALHME_06,RD_SLT_S_EMH_PCT_STEALOTHR_06,RD_SLT_S_EMH_PCT_CUTCLASS_06,RD_SLT_S_EMH_PCT_GANGACT_06,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_06,RD_SLT_S_EMH_PCT_YES_beatup_06,RD_SLT_S_EMH_PCT_Yes_TBeatup_06,RD_SLT_S_EMH_PCT_Yes_Afraid_06,RD_SLT_S_EMH_PCT_Yes_protection_06,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_06,RD_SLT_S_EMH_PCT_NONWHITE_06,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_07,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_07,RD_SLT_S_EMH_PCT_Less_BFAST_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_07,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_07,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_07,RD_SLT_S_EMH_PCT_YES_ROBBED_07,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_07,RD_SLT_S_EMH_PCT_attendany_afterschl_07,RD_SLT_S_EMH_PCT_paidwork_afterschl_07,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_07,RD_SLT_S_EMH_PCT_EDUC_afterschl_07,RD_SLT_S_EMH_PCT_VOL_afterschl_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_07,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_07,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_07,RD_SLT_S_EMH_PCT_ACTMEAN_07,RD_SLT_S_EMH_PCT_BREAKRULES_07,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_07,RD_SLT_S_EMH_PCT_HANG_TRBSTU_07,RD_SLT_S_EMH_PCT_TELLLIE_07,RD_SLT_S_EMH_PCT_HITOTHR_07,RD_SLT_S_EMH_PCT_STEALHME_07,RD_SLT_S_EMH_PCT_STEALOTHR_07,RD_SLT_S_EMH_PCT_CUTCLASS_07,RD_SLT_S_EMH_PCT_GANGACT_07,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_07,RD_SLT_S_EMH_PCT_YES_beatup_07,RD_SLT_S_EMH_PCT_Yes_TBeatup_07,RD_SLT_S_EMH_PCT_Yes_Afraid_07,RD_SLT_S_EMH_PCT_Yes_protection_07,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_07,RD_SLT_S_EMH_PCT_NONWHITE_07,RD_SLT_S_EMH_PCT_ACHL_MT_ONCE_08,RD_SLT_S_EMH_PCT_CIG_ATLEAST_ONCE_08,RD_SLT_S_EMH_PCT_Less_BFAST_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_TV_08,RD_SLT_S_EMH_PCT_MT_TWO_HRS_VGAMES_08,RD_SLT_S_EMH_PCT_DRUGS_AT_SCHOOL_08,RD_SLT_S_EMH_PCT_YES_ROBBED_08,RD_SLT_S_EMH_PCT_Lesssafe_sameschool_08,RD_SLT_S_EMH_PCT_attendany_afterschl_08,RD_SLT_S_EMH_PCT_paidwork_afterschl_08,RD_SLT_S_EMH_PCT_SPORTSREC_afterschl_08,RD_SLT_S_EMH_PCT_EDUC_afterschl_08,RD_SLT_S_EMH_PCT_VOL_afterschl_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVORVGAMES_08,RD_SLT_S_EMH_PCT_MT_2hrs_TVANDVGAMES_08,RD_SLT_S_EMH_PCT_MT_3hr3days_alone_08,RD_SLT_S_EMH_PCT_ACTMEAN_08,RD_SLT_S_EMH_PCT_BREAKRULES_08,RD_SLT_S_EMH_PCT_FIGHTS_WSTU_08,RD_SLT_S_EMH_PCT_HANG_TRBSTU_08,RD_SLT_S_EMH_PCT_TELLLIE_08,RD_SLT_S_EMH_PCT_HITOTHR_08,RD_SLT_S_EMH_PCT_STEALHME_08,RD_SLT_S_EMH_PCT_STEALOTHR_08,RD_SLT_S_EMH_PCT_CUTCLASS_08,RD_SLT_S_EMH_PCT_GANGACT_08,RD_SLT_S_EMH_PCT_FEELUNSAFE_SCHL_08,RD_SLT_S_EMH_PCT_YES_beatup_08,RD_SLT_S_EMH_PCT_Yes_TBeatup_08,RD_SLT_S_EMH_PCT_Yes_Afraid_08,RD_SLT_S_EMH_PCT_Yes_protection_08,RD_SLT_S_EMH_PCT_BEATUP_PRTCT_08,RD_SLT_S_EMH_PCT_NONWHITE_08
26107,27.51,13.96,38.46,55.28,26.15,20.18,29.77,36.54,71.95,31.38,54.52,42.79,9.36,61.57,18.97,25.45,59.10,57.08,34.46,55.63,41.89,31.38,12.39,16.48,14.93,15.28,16.67,8.39,17.19,31.31,10.61,3.65,36.55,25.60,13.92,42.09,56.91,27.75,14.25,21.33,15.91,69.93,31.80,46.92,39.64,9.59,63.01,21.30,18.37,59.86,59.00,34.25,57.21,44.06,37.07,9.84,20.09,15.30,14.84,13.27,8.05,15.14,32.27,9.43,3.24,29.84,37.85,22.43,44.16,58.72,32.02,28.38,38.62,33.33,66.21,32.18,47.85,36.53,8.18,64.61,25.87,31.68,63.80,63.21,42.40,64.85,56.56,44.22,19.00,27.31,25.11,24.66,24.21,13.44,24.32,42.27,17.54,7.82,40.05,26.86,9.16,37.87,53.64,28.42,14.17,32.80,81.82,69.87,29.65,52.00,40.27,7.47,62.93,18.70,21.57,62.83,64.80,33.42,63.20,53.33,37.70,12.30,16.62,20.27,13.60,13.87,8.27,14.67,37.33,9.60,3.20,39.25,17.78,9.95,37.95,51.93,29.67,12.50,30.65,12.50,72.08,30.18,61.93,38.68,9.16,61.83,19.38,20.73,61.64,58.31,36.48,64.10,44.25,39.59,9.74,18.51,18.88,12.28,11.00,7.00,12.00,31.66,6.53,1.51,38.87
26110,13.73,3.41,16.59,50.73,33.00,4.85,30.92,11.46,91.22,46.04,71.57,66.67,22.66,58.25,25.13,13.91,41.75,43.20,24.88,40.39,27.18,18.05,8.25,4.41,4.39,8.82,15.46,12.14,18.84,47.32,8.29,2.94,25.25,11.84,1.32,16.16,52.25,38.39,3.07,38.43,9.70,89.57,45.41,74.78,66.96,18.42,62.28,27.52,14.59,42.79,33.91,26.96,40.35,20.61,17.90,6.55,6.11,4.80,12.66,15.65,12.17,16.67,51.97,10.09,2.65,27.43,17.89,4.11,17.49,50.93,34.72,2.69,27.11,11.76,89.29,49.55,74.55,64.73,23.18,61.54,23.22,15.64,38.01,33.18,26.58,44.75,23.08,24.22,4.93,7.62,5.38,6.28,12.89,12.95,15.70,43.50,10.71,1.81,29.77,11.21,2.14,15.74,51.09,31.86,2.54,30.67,10.40,83.61,45.53,69.75,64.56,14.59,61.18,20.18,13.86,40.25,37.55,26.58,45.34,24.05,24.89,6.36,4.24,5.08,8.86,13.45,12.29,16.67,41.35,6.36,0.86,33.04,5.99,1.38,8.80,44.76,30.37,2.27,27.27,6.17,90.45,45.91,71.82,64.09,22.37,53.00,21.26,12.97,41.55,29.55,21.00,42.47,16.44,15.45,4.09,2.73,1.82,2.27,11.76,15.45,19.55,40.27,7.24,3.20,30.95
26111,12.04,1.40,20.00,65.26,42.20,3.64,34.70,10.30,94.55,49.08,79.91,75.34,27.44,73.64,32.70,13.79,37.73,35.91,17.73,41.01,22.02,15.00,7.76,3.23,2.29,8.22,13.12,10.91,15.91,40.64,7.24,1.37,54.50,10.82,1.04,22.68,61.20,34.39,2.05,29.74,12.50,94.87,43.30,72.82,68.72,34.87,69.79,23.89,14.49,42.49,42.27,10.82,40.63,23.56,14.06,6.22,4.71,3.09,4.64,10.77,5.13,14.36,37.44,9.28,2.58,48.33,15.58,1.30,14.29,54.05,31.79,2.29,22.99,18.52,94.16,45.45,71.43,68.18,20.13,57.42,27.08,14.18,33.77,40.00,17.53,41.29,23.38,15.48,7.10,6.45,5.16,9.09,10.29,5.14,13.22,36.00,8.57,1.15,59.51,11.36,2.84,17.14,59.28,33.33,1.70,31.43,13.45,92.61,45.71,74.86,71.59,10.98,66.67,24.39,16.87,37.71,31.82,22.73,46.55,19.43,19.43,3.41,9.09,3.98,5.68,10.80,8.57,14.77,34.09,9.14,1.15,55.88,10.13,1.28,21.52,52.26,36.08,1.13,30.86,14.73,90.36,51.52,75.90,67.47,14.02,64.20,22.52,16.67,35.59,46.37,29.78,44.69,23.73,20.22,6.18,10.73,3.93,10.80,8.47,6.78,16.38,30.11,7.43,1.14,60.12
26113,10.19,3.21,12.10,54.42,29.03,3.21,30.97,11.57,93.04,57.32,72.15,80.38,21.05,60.76,20.14,19.12,33.97,38.85,35.03,35.26,24.50,27.92,9.80,8.67,12.50,18.06,14.56,10.19,18.35,39.87,11.46,1.28,47.02,12.50,3.10,13.78,51.35,30.45,4.52,32.59,18.54,89.87,52.00,74.45,71.24,17.70,62.83,18.06,12.50,39.01,30.49,24.66,35.71,17.57,20.09,8.00,8.04,6.64,19.64,14.60,8.07,16.44,39.11,7.59,1.80,51.58,9.73,2.66,16.22,52.17,37.70,7.11,32.47,14.38,90.16,48.07,75.96,74.73,16.57,58.42,30.51,13.97,32.97,23.24,23.91,29.67,14.36,17.39,5.43,3.28,3.85,9.89,18.18,13.78,22.34,46.46,12.69,4.62,49.74,14.78,3.93,14.22,53.81,31.42,5.04,29.29,15.73,90.60,43.53,79.06,72.53,15.28,63.20,20.64,11.11,43.48,36.80,25.75,45.45,24.57,21.89,9.40,11.59,6.93,12.12,16.32,11.76,16.53,39.50,15.13,4.27,49.56,11.49,2.54,13.92,55.31,39.47,2.93,38.33,18.48,89.12,47.26,77.82,67.36,11.30,65.68,27.52,15.09,45.80,46.78,27.20,54.01,26.89,28.51,10.17,8.12,5.08,6.78,17.84,14.23,23.11,46.44,10.08,1.72,56.77
26115,11.64,2.07,17.81,60.56,31.21,2.70,20.81,11.00,94.67,50.68,71.33,77.33,10.20,65.07,25.55,13.08,34.23,37.84,18.92,36.49,20.13,10.07,4.70,3.38,4.05,10.88,5.33,5.37,14.00,27.70,2.68,0.68,28.47,20.34,1.69,17.24,56.14,25.44,2.54,29.91,13.33,92.31,65.52,82.91,80.34,35.90,63.56,16.36,14.29,32.48,40.17,18.10,29.91,18.80,9.40,5.08,4.24,4.27,10.26,13.56,8.55,18.80,30.51,5.98,0.00,31.90,7.77,6.86,15.84,59.00,31.37,4.76,35.24,12.00,85.44,51.49,68.93,74.76,18.63,62.14,27.27,9.57,30.10,42.72,21.36,40.78,19.42,18.45,7.77,6.86,6.80,14.56,10.48,9.52,14.29,21.15,9.62,2.88,29.59,4.84,0.00,11.90,62.30,40.00,1.61,25.60,12.20,91.27,50.81,65.87,78.57,19.35,65.08,36.36,10.99,33.87,29.92,18.90,33.06,19.84,17.46,6.40,3.94,3.97,6.40,6.25,7.14,9.76,23.81,8.00,2.52,34.40,7.83,0.87,16.07,50.00,33.04,3.48,25.44,7.59,87.83,42.11,74.78,70.43,24.35,60.00,22.02,9.65,21.05,20.00,7.83,33.91,14.91,9.57,8.70,4.35,1.74,6.96,6.96,8.70,7.83,25.22,6.09,2.61,39.29
26116,13.86,0.99,19.02,58.00,41.38,1.45,26.21,11.95,90.34,49.27,66.67,74.88,9.18,71.01,27.04,4.24,34.78,28.16,15.12,39.41,14.71,15.69,4.46,6.83,1.94,6.83,10.63,7.77,12.56,29.47,6.76,0.49,41.09,13.13,1.50,18.00,61.42,38.86,1.50,28.28,10.07,89.50,51.01,65.00,67.34,23.23,70.00,29.47,12.99,41.29,35.00,18.59,39.50,17.09,13.93,6.50,5.47,5.97,8.59,11.44,6.97,13.93,29.65,5.47,1.00,45.60,17.03,2.73,18.48,60.34,34.64,2.72,26.09,14.75,89.73,45.90,68.11,64.86,8.70,68.48,25.29,10.83,39.34,34.24,21.74,48.63,19.02,18.48,9.24,6.56,5.46,13.11,8.11,4.89,12.43,35.68,5.95,0.54,48.88,7.06,0.59,14.71,47.83,35.76,0.57,24.14,14.78,86.55,38.60,70.18,67.25,7.14,58.24,23.72,10.67,42.01,36.84,21.18,47.02,23.67,16.37,10.59,5.88,5.85,7.60,7.47,8.09,9.77,36.99,5.78,1.74,56.63,6.49,0.00,12.66,54.36,29.14,1.24,18.01,12.07,91.25,48.10,70.63,71.88,11.95,62.03,19.01,15.28,38.99,34.38,15.09,45.00,16.25,13.13,5.66,5.63,5.66,7.59,9.32,4.38,10.56,26.71,8.13,1.26,60.90
26118,33.99,18.17,66.92,57.96,17.60,22.92,32.01,23.55,49.50,19.21,40.57,26.53,11.80,62.08,13.02,39.43,46.81,46.32,25.42,46.93,46.72,31.67,14.05,19.30,31.23,16.32,16.00,10.16,13.84,28.75,13.21,5.88,80.87,36.97,17.74,50.82,55.23,21.81,19.03,27.59,11.79,51.14,21.46,42.23,30.98,15.50,62.00,14.38,33.14,44.25,45.45,23.32,44.36,44.21,30.63,16.54,20.51,30.13,17.69,14.53,11.56,13.42,24.97,12.89,7.84,81.95,36.38,21.25,49.37,50.55,22.95,19.61,28.50,10.12,51.00,20.33,39.60,31.41,15.79,56.87,15.88,31.66,40.88,42.04,25.76,42.34,41.30,30.00,20.21,21.12,30.35,21.12,17.71,14.10,16.77,25.96,16.84,9.64,85.66,33.22,18.02,51.72,51.00,20.03,21.85,25.10,11.41,47.28,16.56,38.16,26.21,15.36,57.78,12.88,29.59,42.65,46.10,23.83,39.97,42.86,31.75,16.88,22.58,34.45,17.59,17.45,13.42,15.84,27.10,15.98,8.17,85.60,29.66,12.99,50.00,50.60,20.74,16.82,24.29,13.15,50.07,14.69,41.81,25.70,12.19,57.06,13.79,35.61,40.20,50.57,21.10,45.18,41.50,26.45,12.84,14.97,37.94,14.72,13.07,9.23,11.05,23.41,11.05,4.61,85.96
26119,16.67,2.65,20.00,53.98,28.70,2.50,26.67,7.41,87.29,43.97,64.41,69.23,21.55,64.96,16.22,11.24,22.22,21.55,12.93,35.34,15.52,9.65,6.90,5.13,8.62,11.21,9.17,4.17,14.17,26.89,10.92,0.00,69.49,9.09,1.68,11.57,54.78,26.50,2.46,22.76,16.00,89.34,43.80,64.75,61.48,28.69,58.20,20.91,15.29,34.17,30.58,21.49,41.80,20.49,23.14,6.78,5.04,1.65,5.79,8.94,9.76,8.20,32.50,6.61,0.83,76.47,9.17,3.28,9.60,63.03,30.40,4.80,37.01,14.29,88.98,46.40,71.65,71.65,24.00,65.08,26.27,16.35,29.92,24.60,20.80,33.60,20.80,18.25,13.39,5.51,4.72,8.73,11.81,7.87,14.29,32.28,9.45,1.59,64.96,9.55,3.75,21.15,52.23,31.13,0.00,31.52,10.48,86.42,41.36,69.14,69.14,21.88,61.11,20.55,11.85,45.00,37.89,30.86,45.63,20.50,22.84,9.38,11.18,5.00,15.09,9.04,8.48,13.94,30.72,9.09,1.84,77.63,7.59,2.05,19.18,56.74,25.69,5.37,29.80,19.39,87.16,40.54,70.95,68.92,20.00,60.96,20.14,15.15,42.28,41.61,26.17,46.31,22.15,22.82,11.41,6.80,6.71,7.48,11.84,7.33,13.91,33.55,13.16,1.33,80.00
26120,19.63,2.35,12.96,54.81,31.43,2.27,31.34,10.67,83.94,41.40,59.45,61.93,19.53,62.67,21.89,12.09,34.72,33.94,19.35,35.48,15.74,16.67,3.24,5.09,5.96,11.01,10.86,7.34,15.21,30.73,9.26,1.43,81.02,11.17,3.37,24.04,61.05,36.63,3.21,36.51,15.63,84.24,42.86,64.67,65.03,18.33,67.58,27.78,15.33,41.44,40.88,26.78,34.43,25.14,24.04,7.10,12.02,7.14,11.60,16.93,11.76,19.58,49.20,11.23,2.16,84.21,13.53,2.34,16.37,56.96,26.22,2.94,32.94,11.63,91.86,53.53,72.51,73.10,30.59,61.76,18.42,18.00,33.14,37.65,22.94,36.31,23.95,17.75,5.88,5.92,5.85,8.88,18.02,11.83,18.93,45.29,10.59,1.20,78.79,15.38,6.01,16.22,55.74,35.96,4.97,31.15,16.53,88.30,51.09,68.62,62.23,15.68,63.10,27.59,15.00,34.76,33.16,25.13,38.30,22.46,19.68,12.77,9.57,8.51,17.02,15.85,13.11,16.57,41.44,11.48,1.10,85.23,15.08,3.98,21.34,64.14,30.20,3.01,32.08,10.61,83.01,46.30,62.93,63.42,17.12,69.72,22.08,8.82,46.15,43.68,26.15,53.70,27.80,25.38,10.00,8.05,8.05,10.38,16.10,16.60,18.42,39.47,7.20,2.67,83.33
26121,13.03,2.51,20.34,58.93,33.19,2.94,25.73,8.13,89.58,49.16,66.25,71.67,22.27,66.95,22.43,13.37,30.83,32.37,18.41,35.83,21.16,17.08,6.30,6.69,5.83,10.42,9.96,9.24,10.50,29.66,8.79,1.27,81.17,9.17,2.30,21.36,58.60,31.63,4.05,22.87,7.84,88.94,44.39,69.91,61.78,22.27,64.89,23.41,12.35,38.01,35.27,22.07,37.50,24.11,18.39,6.22,7.56,4.00,9.42,6.73,4.93,9.46,32.29,5.88,0.45,87.44,6.97,2.02,24.38,65.28,33.87,1.95,29.13,17.22,85.64,47.03,62.87,67.33,16.50,71.36,26.11,12.64,47.00,31.84,22.28,40.20,28.50,20.71,8.96,6.47,6.47,9.41,12.14,12.25,14.15,39.51,10.78,1.00,90.36,13.93,4.95,23.27,66.49,34.18,2.87,39.90,15.57,81.77,44.55,65.35,62.38,16.50,72.55,25.81,18.01,51.47,39.22,25.98,48.54,30.58,30.10,11.71,9.76,5.88,13.66,14.35,11.48,20.67,37.50,10.78,0.98,93.75,7.89,2.65,22.22,58.42,33.51,1.05,30.69,11.48,83.68,44.39,61.58,59.47,16.84,66.49,25.13,14.04,46.32,34.21,20.00,46.77,20.21,26.98,6.88,7.45,3.70,7.98,9.95,9.95,13.68,31.75,5.79,0.53,91.16
26122,15.12,2.31,16.09,61.40,33.33,6.21,30.11,13.60,93.18,51.45,72.73,76.70,27.17,69.14,24.55,10.56,50.57,38.86,23.30,46.86,34.86,28.57,8.09,9.71,7.95,16.76,13.56,10.23,14.69,36.93,9.77,1.16,58.33,14.38,2.68,26.28,59.29,31.37,3.18,35.26,13.00,89.74,47.71,67.31,70.51,32.68,62.18,24.82,16.28,42.21,35.90,24.52,45.81,24.34,25.16,9.15,6.54,8.44,11.76,14.01,11.46,14.65,37.82,7.10,1.94,64.86,17.83,4.58,19.26,66.14,36.92,4.51,37.88,27.47,88.15,52.31,70.15,70.99,34.38,74.44,26.61,24.76,50.37,35.56,30.08,48.87,30.60,26.87,14.18,8.27,6.11,15.04,14.18,15.15,16.54,39.85,15.91,3.10,60.00,18.06,0.70,19.42,57.89,40.74,7.09,36.17,19.15,94.44,59.57,72.92,64.58,7.19,67.83,28.00,16.00,58.16,42.25,27.86,60.71,37.23,34.75,10.64,12.23,5.67,10.64,16.31,9.22,20.14,41.43,15.60,3.60,61.36,14.02,5.49,16.27,65.85,41.10,5.39,25.45,21.05,86.83,49.70,65.27,61.68,16.27,72.89,33.54,20.98,42.86,39.88,29.59,48.81,29.94,27.98,10.71,8.33,7.19,10.12,11.31,9.64,20.24,33.33,10.18,1.21,67.72
26125,8.23,3.18,16.35,50.96,24.36,3.07,23.46,12.50,87.73,40.00,58.28,67.08,19.87,56.44,17.33,12.61,37.65,28.83,17.79,34.36,23.46,17.28,3.09,3.11,3.09,4.32,7.88,4.27,9.76,24.54,7.88,1.84,63.46,11.05,2.35,19.77,59.15,28.24,0.00,14.12,15.89,88.95,44.12,65.70,74.42,11.90,64.53,20.99,12.40,32.35,38.82,12.43,38.82,21.18,12.35,7.65,4.73,4.09,7.06,2.91,2.34,6.43,22.22,4.12,0.00,59.51,10.22,4.35,17.27,55.56,38.41,2.88,22.30,12.62,87.23,37.41,68.09,71.63,12.14,68.35,24.63,4.50,36.17,34.78,17.27,38.13,24.46,10.79,6.47,5.76,2.88,7.25,8.51,5.80,10.00,34.75,5.84,2.22,56.20,5.41,0.91,18.92,53.85,24.77,4.46,31.25,8.86,93.69,55.45,68.47,78.38,26.85,57.66,18.63,14.13,37.27,36.94,20.54,39.64,24.32,16.96,7.14,6.36,1.79,8.11,8.93,5.36,8.04,30.36,9.91,2.70,65.05,5.17,0.87,13.68,50.44,25.86,0.00,26.50,5.88,88.89,39.66,67.24,73.28,8.65,54.70,20.54,13.48,26.72,29.57,11.11,29.91,13.68,10.34,4.27,1.72,2.59,5.17,5.93,4.27,11.11,25.64,3.45,0.00,66.98
26601,0.00,0.00,12.50,33.33,0.00,0.00,6.67,0.00,86.67,35.71,66.67,73.33,33.33,31.25,0.00,0.00,20.00,26.67,13.33,28.57,6.67,6.67,6.67,0.00,0.00,0.00,6.25,6.67,6.25,25.00,6.25,0.00,76.92,9.43,0.00,11.11,50.00,28.30,0.00,18.52,18.42,87.04,40.74,75.93,72.22,11.32,64.15,12.00,13.89,48.15,38.89,22.22,31.48,16.67,14.81,1.85,1.85,1.85,0.00,9.26,7.55,16.67,27.78,1.85,0.00,94.23,15.07,1.37,4.00,55.41,36.11,1.35,35.62,11.48,92.11,42.47,80.00,68.00,23.94,65.33,25.35,14.52,59.72,46.67,24.00,47.30,22.22,28.38,12.16,10.96,4.05,8.22,8.11,12.33,10.96,31.08,12.33,4.11,98.55,8.47,3.39,9.68,57.81,31.25,1.49,23.53,5.56,89.23,36.51,75.00,66.15,18.75,62.12,25.81,3.92,40.91,41.79,13.64,46.27,19.40,18.18,7.69,10.61,1.54,7.81,5.88,8.82,6.06,36.76,10.45,0.00,86.15,9.72,1.39,9.46,47.95,20.27,0.00,21.05,11.43,90.41,40.28,75.34,75.34,26.39,50.00,17.81,7.58,32.88,43.84,13.89,30.99,14.08,11.11,6.94,8.33,4.17,5.56,7.79,10.53,9.33,36.36,9.09,2.70,87.84
