school_code,enroll_1112,enroll_lunchF_1112,enroll_lunchR_1112,enroll_lunchP_1112,PCT_FREE_1112,PCT_FREE_SUP_1112,NUM_FREE_SUP_1112,PCT_RED_1112,PCT_RED_SUP_1112,NUM_RED_SUP_1112,PCT_PAID_1112,PCT_PAID_SUP_1112,NUM_PAID_SUP_1112,NUM_FREERED_1112,PCT_FREERED_1112,PCT_FREERED_SUP_1112,NUM_FREERED_SUP_1112,enroll_lunchF_1011,enroll_lunchP_1011,enroll_lunchR_1011,enroll_1011,PCT_FREE_1011,PCT_FREE_SUP_1011,NUM_FREE_SUP_1011,PCT_RED_1011,PCT_RED_SUP_1011,NUM_RED_SUP_1011,PCT_PAID_1011,PCT_PAID_SUP_1011,NUM_PAID_SUP_1011,NUM_FREERED_1011,PCT_FREERED_1011,PCT_FREERED_SUP_1011,NUM_FREERED_SUP_1011,enroll_0910,enroll_lunchF_0910,enroll_lunchR_0910,enroll_lunchP_0910,PCT_FREE_0910,PCT_FREE_SUP_0910,NUM_FREE_SUP_0910,PCT_RED_0910,PCT_RED_SUP_0910,NUM_RED_SUP_0910,PCT_PAID_0910,PCT_PAID_SUP_0910,NUM_PAID_SUP_0910,NUM_FREERED_0910,PCT_FREERED_0910,PCT_FREERED_SUP_0910,NUM_FREERED_SUP_0910,enroll_0809,enroll_lunchF_0809,enroll_lunchR_0809,enroll_lunchP_0809,PCT_FREE_0809,PCT_FREE_SUP_0809,NUM_FREE_SUP_0809,PCT_RED_0809,PCT_RED_SUP_0809,NUM_RED_SUP_0809,PCT_PAID_0809,PCT_PAID_SUP_0809,NUM_PAID_SUP_0809,NUM_FREERED_0809,PCT_FREERED_0809,PCT_FREERED_SUP_0809,NUM_FREERED_SUP_0809,enroll_0708,enroll_lunchF_0708,enroll_lunchR_0708,enroll_lunchP_0708,PCT_FREE_0708,PCT_FREE_SUP_0708,NUM_FREE_SUP_0708,PCT_RED_0708,PCT_RED_SUP_0708,NUM_RED_SUP_0708,PCT_PAID_0708,PCT_PAID_SUP_0708,NUM_PAID_SUP_0708,NUM_FREERED_0708,PCT_FREERED_0708,PCT_FREERED_SUP_0708,NUM_FREERED_SUP_0708,enroll_0607,enroll_lunchF_0607,enroll_lunchR_0607,enroll_lunchP_0607,PCT_FREE_0607,PCT_FREE_SUP_0607,NUM_FREE_SUP_0607,PCT_RED_0607,PCT_RED_SUP_0607,NUM_RED_SUP_0607,PCT_PAID_0607,PCT_PAID_SUP_0607,NUM_PAID_SUP_0607,NUM_FREERED_0607,PCT_FREERED_0607,PCT_FREERED_SUP_0607,NUM_FREERED_SUP_0607,enroll_0506,enroll_lunchF_0506,enroll_lunchR_0506,enroll_lunchP_0506,PCT_FREE_0506,PCT_FREE_SUP_0506,NUM_FREE_SUP_0506,PCT_RED_0506,PCT_RED_SUP_0506,NUM_RED_SUP_0506,PCT_PAID_0506,PCT_PAID_SUP_0506,NUM_PAID_SUP_0506,NUM_FREERED_0506,PCT_FREERED_0506,PCT_FREERED_SUP_0506,NUM_FREERED_SUP_0506
09107,309,21,5,283,6.8,6.8,21,1.6,1.6,5,91.6,91.6,283,26,8.4,8.4,26,20.00,293.00,5.00,318,6.3,6.3,20,1.6,1.6,5,92.1,92.1,293,25,7.9,7.9,25,322,14,6,302,4.3,4.3,14,1.9,1.9,6,93.8,93.8,302,20,6.2,6.2,20,318,8,5,305,2.5,2.5,8,1.6,1.6,5,95.9,95.9,305,13,4.1,4.1,13,310,8,3,299,2.6,2.6,8,1.0,-1.0,-1,96.5,96.5,299,11,3.5,3.5,11,287,7,1,279,2.4,2.4,7,.3,-1.0,-1,97.2,97.2,279,8,2.8,2.8,8,285,7,1,277,2.5,2.5,7,.4,-1.0,-1,97.2,97.2,277,8,2.8,2.8,8
09108,178,5,4,169,2.8,2.8,5,2.2,-1.0,-1,94.9,94.9,169,9,5.1,5.1,9,11.00,253.00,2.00,266,4.1,4.1,11,.8,-1.0,-1,95.1,95.1,253,13,4.9,4.9,13,263,12,6,245,4.6,4.6,12,2.3,2.3,6,93.2,93.2,245,18,6.8,6.8,18,251,12,3,236,4.8,4.8,12,1.2,-1.0,-1,94.0,94.0,236,15,6.0,6.0,15,271,5,1,265,1.8,1.8,5,.4,-1.0,-1,97.8,97.8,265,6,2.2,2.2,6,255,6,3,246,2.4,2.4,6,1.2,-1.0,-1,96.5,96.5,246,9,3.5,3.5,9,271,5,2,264,1.8,1.8,5,.7,-1.0,-1,97.4,97.4,264,7,2.6,2.6,7
10109,598,261,81,256,43.6,43.6,261,13.5,13.5,81,42.8,42.8,256,342,57.2,57.2,342,270.00,272.00,65.00,607,44.5,44.5,270,10.7,10.7,65,44.8,44.8,272,335,55.2,55.2,335,756,323,102,331,42.7,42.7,323,13.5,13.5,102,43.8,43.8,331,425,56.2,56.2,425,753,290,104,359,38.5,38.5,290,13.8,13.8,104,47.7,47.7,359,394,52.3,52.3,394,794,281,92,421,35.4,35.4,281,11.6,11.6,92,53.0,53.0,421,373,47.0,47.0,373,856,279,136,441,32.6,32.6,279,15.9,15.9,136,51.5,51.5,441,415,48.5,48.5,415,896,303,136,457,33.8,33.8,303,15.2,15.2,136,51.0,51.0,457,439,49.0,49.0,439
10111,177,76,19,82,42.9,42.9,76,10.7,10.7,19,46.3,46.3,82,95,53.7,53.7,95,77.00,80.00,10.00,167,46.1,46.1,77,6.0,6.0,10,47.9,47.9,80,87,52.1,52.1,87,212,92,24,96,43.4,43.4,92,11.3,11.3,24,45.3,45.3,96,116,54.7,54.7,116,253,111,15,127,43.9,43.9,111,5.9,5.9,15,50.2,50.2,127,126,49.8,49.8,126,210,91,20,99,43.3,43.3,91,9.5,9.5,20,47.1,47.1,99,111,52.9,52.9,111,240,79,41,120,32.9,32.9,79,17.1,17.1,41,50.0,50.0,120,120,50.0,50.0,120,249,89,38,122,35.7,35.7,89,15.3,15.3,38,49.0,49.0,122,127,51.0,51.0,127
10112,1676,475,134,1067,28.3,28.3,475,8.0,8.0,134,63.7,63.7,1067,609,36.3,36.3,609,548.00,1018.00,136.00,1702,32.2,32.2,548,8.0,8.0,136,59.8,59.8,1018,684,40.2,40.2,684,1853,492,161,1200,26.6,26.6,492,8.7,8.7,161,64.8,64.8,1200,653,35.2,35.2,653,1936,335,101,1500,17.3,17.3,335,5.2,5.2,101,77.5,77.5,1500,436,22.5,22.5,436,1988,434,142,1412,21.8,21.8,434,7.1,7.1,142,71.0,71.0,1412,576,29.0,29.0,576,2017,319,152,1546,15.8,15.8,319,7.5,7.5,152,76.6,76.6,1546,471,23.4,23.4,471,2027,313,142,1572,15.4,15.4,313,7.0,7.0,142,77.6,77.6,1572,455,22.4,22.4,455
10113,291,141,17,133,48.5,48.5,141,5.8,5.8,17,45.7,45.7,133,158,54.3,54.3,158,151.00,130.00,17.00,298,50.7,50.7,151,5.7,5.7,17,43.6,43.6,130,168,56.4,56.4,168,300,125,28,147,41.7,41.7,125,9.3,9.3,28,49.0,49.0,147,153,51.0,51.0,153,285,118,25,142,41.4,41.4,118,8.8,8.8,25,49.8,49.8,142,143,50.2,50.2,143,293,120,14,159,41.0,41.0,120,4.8,4.8,14,54.3,54.3,159,134,45.7,45.7,134,268,108,22,138,40.3,40.3,108,8.2,8.2,22,51.5,51.5,138,130,48.5,48.5,130,269,108,27,134,40.1,40.1,108,10.0,10.0,27,49.8,49.8,134,135,50.2,50.2,135
10114,455,101,22,332,22.2,22.2,101,4.8,4.8,22,73.0,73.0,332,123,27.0,27.0,123,94.00,332.00,17.00,443,21.2,21.2,94,3.8,3.8,17,74.9,74.9,332,111,25.1,25.1,111,418,70,24,324,16.7,16.7,70,5.7,5.7,24,77.5,77.5,324,94,22.5,22.5,94,429,78,31,320,18.2,18.2,78,7.2,7.2,31,74.6,74.6,320,109,25.4,25.4,109,443,74,24,345,16.7,16.7,74,5.4,5.4,24,77.9,77.9,345,98,22.1,22.1,98,454,63,34,357,13.9,13.9,63,7.5,7.5,34,78.6,78.6,357,97,21.4,21.4,97,490,61,31,398,12.4,12.4,61,6.3,6.3,31,81.2,81.2,398,92,18.8,18.8,92
10116,304,145,35,124,47.7,47.7,145,11.5,11.5,35,40.8,40.8,124,180,59.2,59.2,180,143.00,110.00,27.00,280,51.1,51.1,143,9.6,9.6,27,39.3,39.3,110,170,60.7,60.7,170,264,112,40,112,42.4,42.4,112,15.2,15.2,40,42.4,42.4,112,152,57.6,57.6,152,254,97,26,131,38.2,38.2,97,10.2,10.2,26,51.6,51.6,131,123,48.4,48.4,123,250,102,43,105,40.8,40.8,102,17.2,17.2,43,42.0,42.0,105,145,58.0,58.0,145,258,77,33,148,29.8,29.8,77,12.8,12.8,33,57.4,57.4,148,110,42.6,42.6,110,245,75,39,131,30.6,30.6,75,15.9,15.9,39,53.5,53.5,131,114,46.5,46.5,114
10117,297,162,19,116,54.5,54.5,162,6.4,6.4,19,39.1,39.1,116,181,60.9,60.9,181,158.00,107.00,24.00,289,54.7,54.7,158,8.3,8.3,24,37.0,37.0,107,182,63.0,63.0,182,260,134,32,94,51.5,51.5,134,12.3,12.3,32,36.2,36.2,94,166,63.8,63.8,166,262,121,42,99,46.2,46.2,121,16.0,16.0,42,37.8,37.8,99,163,62.2,62.2,163,255,135,35,85,52.9,52.9,135,13.7,13.7,35,33.3,33.3,85,170,66.7,66.7,170,241,114,23,104,47.3,47.3,114,9.5,9.5,23,43.2,43.2,104,137,56.8,56.8,137,231,101,29,101,43.7,43.7,101,12.6,12.6,29,43.7,43.7,101,130,56.3,56.3,130
10121,56,19,3,34,33.9,33.9,19,5.4,-1.0,-1,60.7,60.7,34,22,39.3,39.3,22,19.00,36.00,1.00,56,33.9,33.9,19,1.8,-1.0,-1,64.3,64.3,36,20,35.7,35.7,20,62,16,4,42,25.8,25.8,16,6.5,-1.0,-1,67.7,67.7,42,20,32.3,32.3,20,51,9,0,42,17.6,17.6,9,.0,-1.0,-1,82.4,82.4,42,9,17.6,17.6,9,34,8,0,26,23.5,23.5,8,.0,-1.0,-1,76.5,76.5,26,8,23.5,23.5,8,58,15,1,42,25.9,25.9,15,1.7,-1.0,-1,72.4,72.4,42,16,27.6,27.6,16,40,12,1,27,30.0,30.0,12,2.5,-1.0,-1,67.5,67.5,27,13,32.5,32.5,13
10122,593,209,69,315,35.2,35.2,209,11.6,11.6,69,53.1,53.1,315,278,46.9,46.9,278,213.00,305.00,63.00,581,36.7,36.7,213,10.8,10.8,63,52.5,52.5,305,276,47.5,47.5,276,515,146,63,306,28.3,28.3,146,12.2,12.2,63,59.4,59.4,306,209,40.6,40.6,209,507,102,45,360,20.1,20.1,102,8.9,8.9,45,71.0,71.0,360,147,29.0,29.0,147,493,121,46,326,24.5,24.5,121,9.3,9.3,46,66.1,66.1,326,167,33.9,33.9,167,494,69,47,378,14.0,14.0,69,9.5,9.5,47,76.5,76.5,378,116,23.5,23.5,116,513,100,54,359,19.5,19.5,100,10.5,10.5,54,70.0,70.0,359,154,30.0,30.0,154
10123,255,84,20,151,32.9,32.9,84,7.8,7.8,20,59.2,59.2,151,104,40.8,40.8,104,97.00,134.00,24.00,255,38.0,38.0,97,9.4,9.4,24,52.5,52.5,134,121,47.5,47.5,121,242,88,20,134,36.4,36.4,88,8.3,8.3,20,55.4,55.4,134,108,44.6,44.6,108,246,73,23,150,29.7,29.7,73,9.3,9.3,23,61.0,61.0,150,96,39.0,39.0,96,224,60,22,142,26.8,26.8,60,9.8,9.8,22,63.4,63.4,142,82,36.6,36.6,82,234,58,23,153,24.8,24.8,58,9.8,9.8,23,65.4,65.4,153,81,34.6,34.6,81,231,51,21,159,22.1,22.1,51,9.1,9.1,21,68.8,68.8,159,72,31.2,31.2,72
10124,295,178,29,88,60.3,60.3,178,9.8,9.8,29,29.8,29.8,88,207,70.2,70.2,207,169.00,97.00,31.00,297,56.9,56.9,169,10.4,10.4,31,32.7,32.7,97,200,67.3,67.3,200,283,154,42,87,54.4,54.4,154,14.8,14.8,42,30.7,30.7,87,196,69.3,69.3,196,281,139,37,105,49.5,49.5,139,13.2,13.2,37,37.4,37.4,105,176,62.6,62.6,176,262,93,44,125,35.5,35.5,93,16.8,16.8,44,47.7,47.7,125,137,52.3,52.3,137,269,81,46,142,30.1,30.1,81,17.1,17.1,46,52.8,52.8,142,127,47.2,47.2,127,271,113,48,110,41.7,41.7,113,17.7,17.7,48,40.6,40.6,110,161,59.4,59.4,161
10125,423,123,17,283,29.1,29.1,123,4.0,4.0,17,66.9,66.9,283,140,33.1,33.1,140,88.00,305.00,22.00,415,21.2,21.2,88,5.3,5.3,22,73.5,73.5,305,110,26.5,26.5,110,403,55,27,321,13.6,13.6,55,6.7,6.7,27,79.7,79.7,321,82,20.3,20.3,82,383,51,28,304,13.3,13.3,51,7.3,7.3,28,79.4,79.4,304,79,20.6,20.6,79,394,52,30,312,13.2,13.2,52,7.6,7.6,30,79.2,79.2,312,82,20.8,20.8,82,390,63,26,301,16.2,16.2,63,6.7,6.7,26,77.2,77.2,301,89,22.8,22.8,89,378,50,35,293,13.2,13.2,50,9.3,9.3,35,77.5,77.5,293,85,22.5,22.5,85
10130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12101,283,48,5,230,17.0,17.0,48,1.8,1.8,5,81.3,81.3,230,53,18.7,18.7,53,40.00,226.00,12.00,278,14.4,14.4,40,4.3,4.3,12,81.3,81.3,226,52,18.7,18.7,52,257,15,1,241,5.8,5.8,15,.4,-1.0,-1,93.8,93.8,241,16,6.2,6.2,16,248,26,1,221,10.5,10.5,26,.4,-1.0,-1,89.1,89.1,221,27,10.9,10.9,27,272,28,4,240,10.3,10.3,28,1.5,-1.0,-1,88.2,88.2,240,32,11.8,11.8,32,300,24,12,264,8.0,8.0,24,4.0,4.0,12,88.0,88.0,264,36,12.0,12.0,36,302,21,22,259,7.0,7.0,21,7.3,7.3,22,85.8,85.8,259,43,14.2,14.2,43
13103,340,42,13,285,12.4,12.4,42,3.8,3.8,13,83.8,83.8,285,55,16.2,16.2,55,44.00,282.00,20.00,346,12.7,12.7,44,5.8,5.8,20,81.5,81.5,282,64,18.5,18.5,64,284,26,21,237,9.2,9.2,26,7.4,7.4,21,83.5,83.5,237,47,16.5,16.5,47,300,31,11,258,10.3,10.3,31,3.7,3.7,11,86.0,86.0,258,42,14.0,14.0,42,318,36,5,277,11.3,11.3,36,1.6,1.6,5,87.1,87.1,277,41,12.9,12.9,41,310,17,8,285,5.5,5.5,17,2.6,2.6,8,91.9,91.9,285,25,8.1,8.1,25,331,24,11,296,7.3,7.3,24,3.3,3.3,11,89.4,89.4,296,35,10.6,10.6,35
13104,239,30,11,198,12.6,12.6,30,4.6,4.6,11,82.8,82.8,198,41,17.2,17.2,41,43.00,186.00,16.00,245,17.6,17.6,43,6.5,6.5,16,75.9,75.9,186,59,24.1,24.1,59,312,44,17,251,14.1,14.1,44,5.4,5.4,17,80.4,80.4,251,61,19.6,19.6,61,331,50,20,261,15.1,15.1,50,6.0,6.0,20,78.9,78.9,261,70,21.1,21.1,70,346,47,16,283,13.6,13.6,47,4.6,4.6,16,81.8,81.8,283,63,18.2,18.2,63,363,49,14,300,13.5,13.5,49,3.9,3.9,14,82.6,82.6,300,63,17.4,17.4,63,387,31,32,324,8.0,8.0,31,8.3,8.3,32,83.7,83.7,324,63,16.3,16.3,63
15101,196,15,1,180,7.7,7.7,15,.5,-1.0,-1,91.8,91.8,180,16,8.2,8.2,16,12.00,196.00,.00,208,5.8,5.8,12,.0,-1.0,-1,94.2,94.2,196,12,5.8,5.8,12,200,8,1,191,4.0,4.0,8,.5,-1.0,-1,95.5,95.5,191,9,4.5,4.5,9,201,12,4,185,6.0,6.0,12,2.0,-1.0,-1,92.0,92.0,185,16,8.0,8.0,16,207,9,4,194,4.3,4.3,9,1.9,-1.0,-1,93.7,93.7,194,13,6.3,6.3,13,216,8,6,202,3.7,3.7,8,2.8,2.8,6,93.5,93.5,202,14,6.5,6.5,14,249,10,8,231,4.0,4.0,10,3.2,3.2,8,92.8,92.8,231,18,7.2,7.2,18
15102,292,18,0,274,6.2,6.2,18,.0,-1.0,-1,93.8,93.8,274,18,6.2,6.2,18,13.00,261.00,3.00,277,4.7,4.7,13,1.1,-1.0,-1,94.2,94.2,261,16,5.8,5.8,16,279,12,3,264,4.3,4.3,12,1.1,-1.0,-1,94.6,94.6,264,15,5.4,5.4,15,273,11,3,259,4.0,4.0,11,1.1,-1.0,-1,94.9,94.9,259,14,5.1,5.1,14,282,12,6,264,4.3,4.3,12,2.1,2.1,6,93.6,93.6,264,18,6.4,6.4,18,276,8,10,258,2.9,2.9,8,3.6,3.6,10,93.5,93.5,258,18,6.5,6.5,18,264,8,6,250,3.0,3.0,8,2.3,2.3,6,94.7,94.7,250,14,5.3,5.3,14
16103,354,178,39,137,50.3,50.3,178,11.0,11.0,39,38.7,38.7,137,217,61.3,61.3,217,165.00,151.00,25.00,341,48.4,48.4,165,7.3,7.3,25,44.3,44.3,151,190,55.7,55.7,190,332,145,38,149,43.7,43.7,145,11.4,11.4,38,44.9,44.9,149,183,55.1,55.1,183,339,144,33,162,42.5,42.5,144,9.7,9.7,33,47.8,47.8,162,177,52.2,52.2,177,313,111,37,165,35.5,35.5,111,11.8,11.8,37,52.7,52.7,165,148,47.3,47.3,148,208,48,18,142,23.1,23.1,48,8.7,8.7,18,68.3,68.3,142,66,31.7,31.7,66,228,58,18,152,25.4,25.4,58,7.9,7.9,18,66.7,66.7,152,76,33.3,33.3,76
16104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,34,16,75,27.2,27.2,34,12.8,12.8,16,60.0,60.0,75,50,40.0,40.0,50,151,45,25,81,29.8,29.8,45,16.6,16.6,25,53.6,53.6,81,70,46.4,46.4,70
16106,233,45,13,175,19.3,19.3,45,5.6,5.6,13,75.1,75.1,175,58,24.9,24.9,58,39.00,177.00,7.00,223,17.5,17.5,39,3.1,3.1,7,79.4,79.4,177,46,20.6,20.6,46,223,32,15,176,14.3,14.3,32,6.7,6.7,15,78.9,78.9,176,47,21.1,21.1,47,217,35,14,168,16.1,16.1,35,6.5,6.5,14,77.4,77.4,168,49,22.6,22.6,49,218,40,4,174,18.3,18.3,40,1.8,-1.0,-1,79.8,79.8,174,44,20.2,20.2,44,210,26,5,179,12.4,12.4,26,2.4,2.4,5,85.2,85.2,179,31,14.8,14.8,31,207,25,10,172,12.1,12.1,25,4.8,4.8,10,83.1,83.1,172,35,16.9,16.9,35
16108,260,83,20,157,31.9,31.9,83,7.7,7.7,20,60.4,60.4,157,103,39.6,39.6,103,78.00,143.00,12.00,233,33.5,33.5,78,5.2,5.2,12,61.4,61.4,143,90,38.6,38.6,90,234,75,16,143,32.1,32.1,75,6.8,6.8,16,61.1,61.1,143,91,38.9,38.9,91,226,70,15,141,31.0,31.0,70,6.6,6.6,15,62.4,62.4,141,85,37.6,37.6,85,211,53,13,145,25.1,25.1,53,6.2,6.2,13,68.7,68.7,145,66,31.3,31.3,66,194,34,8,152,17.5,17.5,34,4.1,4.1,8,78.4,78.4,152,42,21.6,21.6,42,218,36,10,172,16.5,16.5,36,4.6,4.6,10,78.9,78.9,172,46,21.1,21.1,46
16109,356,119,41,196,33.4,33.4,119,11.5,11.5,41,55.1,55.1,196,160,44.9,44.9,160,98.00,195.00,39.00,332,29.5,29.5,98,11.7,11.7,39,58.7,58.7,195,137,41.3,41.3,137,340,90,27,223,26.5,26.5,90,7.9,7.9,27,65.6,65.6,223,117,34.4,34.4,117,382,90,28,264,23.6,23.6,90,7.3,7.3,28,69.1,69.1,264,118,30.9,30.9,118,397,87,25,285,21.9,21.9,87,6.3,6.3,25,71.8,71.8,285,112,28.2,28.2,112,270,39,14,217,14.4,14.4,39,5.2,5.2,14,80.4,80.4,217,53,19.6,19.6,53,289,42,22,225,14.5,14.5,42,7.6,7.6,22,77.9,77.9,225,64,22.1,22.1,64
16110,39,5,2,32,12.8,12.8,5,5.1,-1.0,-1,82.1,82.1,32,7,17.9,17.9,7,7.00,22.00,1.00,30,23.3,23.3,7,3.3,-1.0,-1,73.3,73.3,22,8,26.7,26.7,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,30,8,137,17.1,17.1,30,4.6,4.6,8,78.3,78.3,137,38,21.7,21.7,38,174,31,11,132,17.8,17.8,31,6.3,6.3,11,75.9,75.9,132,42,24.1,24.1,42
16111,723,239,82,402,33.1,33.1,239,11.3,11.3,82,55.6,55.6,402,321,44.4,44.4,321,250.00,427.00,57.00,734,34.1,34.1,250,7.8,7.8,57,58.2,58.2,427,307,41.8,41.8,307,807,249,93,465,30.9,30.9,249,11.5,11.5,93,57.6,57.6,465,342,42.4,42.4,342,814,220,72,522,27.0,27.0,220,8.8,8.8,72,64.1,64.1,522,292,35.9,35.9,292,863,254,70,539,29.4,29.4,254,8.1,8.1,70,62.5,62.5,539,324,37.5,37.5,324,834,134,45,655,16.1,16.1,134,5.4,5.4,45,78.5,78.5,655,179,21.5,21.5,179,829,137,51,641,16.5,16.5,137,6.2,6.2,51,77.3,77.3,641,188,22.7,22.7,188
16112,891,92,79,720,10.3,10.3,92,8.9,8.9,79,80.8,80.8,720,171,19.2,19.2,171,265.00,580.00,68.00,913,29.0,29.0,265,7.4,7.4,68,63.5,63.5,580,333,36.5,36.5,333,926,267,70,589,28.8,28.8,267,7.6,7.6,70,63.6,63.6,589,337,36.4,36.4,337,909,236,47,626,26.0,26.0,236,5.2,5.2,47,68.9,68.9,626,283,31.1,31.1,283,922,202,41,679,21.9,21.9,202,4.4,4.4,41,73.6,73.6,679,243,26.4,26.4,243,904,113,30,761,12.5,12.5,113,3.3,3.3,30,84.2,84.2,761,143,15.8,15.8,143,899,75,31,793,8.3,8.3,75,3.4,3.4,31,88.2,88.2,793,106,11.8,11.8,106
16114,206,44,16,146,21.4,21.4,44,7.8,7.8,16,70.9,70.9,146,60,29.1,29.1,60,55.00,159.00,9.00,223,24.7,24.7,55,4.0,4.0,9,71.3,71.3,159,64,28.7,28.7,64,245,39,7,199,15.9,15.9,39,2.9,2.9,7,81.2,81.2,199,46,18.8,18.8,46,264,34,13,217,12.9,12.9,34,4.9,4.9,13,82.2,82.2,217,47,17.8,17.8,47,249,32,7,210,12.9,12.9,32,2.8,2.8,7,84.3,84.3,210,39,15.7,15.7,39,236,0,0,236,.0,-1.0,-1,.0,-1.0,-1,100.0,100.0,236,0,.0,-1.0,-1,227,17,9,201,7.5,7.5,17,4.0,4.0,9,88.5,88.5,201,26,11.5,11.5,26
17102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267,37,7,223,13.9,13.9,37,2.6,2.6,7,83.5,83.5,223,44,16.5,16.5,44,252,33,3,216,13.1,13.1,33,1.2,-1.0,-1,85.7,85.7,216,36,14.3,14.3,36,275,20,5,250,7.3,7.3,20,1.8,1.8,5,90.9,90.9,250,25,9.1,9.1,25,244,20,4,220,8.2,8.2,20,1.6,-1.0,-1,90.2,90.2,220,24,9.8,9.8,24,214,29,5,180,13.6,13.6,29,2.3,2.3,5,84.1,84.1,180,34,15.9,15.9,34
17106,344,69,25,250,20.1,20.1,69,7.3,7.3,25,72.7,72.7,250,94,27.3,27.3,94,80.00,225.00,15.00,320,25.0,25.0,80,4.7,4.7,15,70.3,70.3,225,95,29.7,29.7,95,154,39,12,103,25.3,25.3,39,7.8,7.8,12,66.9,66.9,103,51,33.1,33.1,51,158,31,13,114,19.6,19.6,31,8.2,8.2,13,72.2,72.2,114,44,27.8,27.8,44,171,26,12,133,15.2,15.2,26,7.0,7.0,12,77.8,77.8,133,38,22.2,22.2,38,174,17,5,152,9.8,9.8,17,2.9,2.9,5,87.4,87.4,152,22,12.6,12.6,22,233,27,10,196,11.6,11.6,27,4.3,4.3,10,84.1,84.1,196,37,15.9,15.9,37
17109,374,23,8,343,6.1,6.1,23,2.1,2.1,8,91.7,91.7,343,31,8.3,8.3,31,26.00,332.00,9.00,367,7.1,7.1,26,2.5,2.5,9,90.5,90.5,332,35,9.5,9.5,35,272,14,8,250,5.1,5.1,14,2.9,2.9,8,91.9,91.9,250,22,8.1,8.1,22,274,4,7,263,1.5,-1.0,-1,2.6,2.6,7,96.0,96.0,263,11,4.0,4.0,11,288,9,5,274,3.1,3.1,9,1.7,1.7,5,95.1,95.1,274,14,4.9,4.9,14,305,2,10,293,.7,-1.0,-1,3.3,3.3,10,96.1,96.1,293,12,3.9,3.9,12,400,4,10,386,1.0,-1.0,-1,2.5,2.5,10,96.5,96.5,386,14,3.5,3.5,14
17110,1048,217,62,769,20.7,20.7,217,5.9,5.9,62,73.4,73.4,769,279,26.6,26.6,279,214.00,767.00,70.00,1051,20.4,20.4,214,6.7,6.7,70,73.0,73.0,767,284,27.0,27.0,284,1020,164,64,792,16.1,16.1,164,6.3,6.3,64,77.6,77.6,792,228,22.4,22.4,228,1002,124,41,837,12.4,12.4,124,4.1,4.1,41,83.5,83.5,837,165,16.5,16.5,165,1083,90,24,969,8.3,8.3,90,2.2,2.2,24,89.5,89.5,969,114,10.5,10.5,114,1096,69,34,993,6.3,6.3,69,3.1,3.1,34,90.6,90.6,993,103,9.4,9.4,103,1085,56,41,988,5.2,5.2,56,3.8,3.8,41,91.1,91.1,988,97,8.9,8.9,97
17112,328,63,29,236,19.2,19.2,63,8.8,8.8,29,72.0,72.0,236,92,28.0,28.0,92,67.00,226.00,26.00,319,21.0,21.0,67,8.2,8.2,26,70.8,70.8,226,93,29.2,29.2,93,241,50,16,175,20.7,20.7,50,6.6,6.6,16,72.6,72.6,175,66,27.4,27.4,66,235,38,12,185,16.2,16.2,38,5.1,5.1,12,78.7,78.7,185,50,21.3,21.3,50,247,48,9,190,19.4,19.4,48,3.6,3.6,9,76.9,76.9,190,57,23.1,23.1,57,280,35,8,237,12.5,12.5,35,2.9,2.9,8,84.6,84.6,237,43,15.4,15.4,43,354,39,16,299,11.0,11.0,39,4.5,4.5,16,84.5,84.5,299,55,15.5,15.5,55
17113,426,149,19,258,35.0,35.0,149,4.5,4.5,19,60.6,60.6,258,168,39.4,39.4,168,147.00,259.00,10.00,416,35.3,35.3,147,2.4,2.4,10,62.3,62.3,259,157,37.7,37.7,157,256,72,14,170,28.1,28.1,72,5.5,5.5,14,66.4,66.4,170,86,33.6,33.6,86,253,62,19,172,24.5,24.5,62,7.5,7.5,19,68.0,68.0,172,81,32.0,32.0,81,253,51,14,188,20.2,20.2,51,5.5,5.5,14,74.3,74.3,188,65,25.7,25.7,65,276,54,25,197,19.6,19.6,54,9.1,9.1,25,71.4,71.4,197,79,28.6,28.6,79,343,85,31,227,24.8,24.8,85,9.0,9.0,31,66.2,66.2,227,116,33.8,33.8,116
17114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,244,42,4,198,17.2,17.2,42,1.6,-1.0,-1,81.1,81.1,198,46,18.9,18.9,46,208,24,6,178,11.5,11.5,24,2.9,2.9,6,85.6,85.6,178,30,14.4,14.4,30,224,19,5,200,8.5,8.5,19,2.2,2.2,5,89.3,89.3,200,24,10.7,10.7,24,246,22,3,221,8.9,8.9,22,1.2,-1.0,-1,89.8,89.8,221,25,10.2,10.2,25,222,14,12,196,6.3,6.3,14,5.4,5.4,12,88.3,88.3,196,26,11.7,11.7,26
